,Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
1406,6500.0,2007-10-06,Jayr989,534.0,0%,070xx,NJ,2 years,0.0
1407,8275.0,2007-10-06,tnc16,616.0,28.16%,287xx,NC,6 years,0.0
1408,25000.0,2007-10-06,Eagle,739.0,47.76%,293xx,SC,10+ years,0.0
1409,15000.0,2007-10-06,rookie3948,636.0,12.65%,838xx,ID,2 years,0.0
1410,1200.0,2007-10-06,csbanex,570.0,1.71%,201xx,VA,< 1 year,0.0
1411,2000.0,2007-10-06,nanaTay,443.0,0%,305xx,GA,6 years,0.0
1412,9300.0,2007-10-06,lost valley 37429,734.0,6.79%,633xx,MO,3 years,0.0
1413,6000.0,2007-10-06,sheldon,465.0,4.15%,609xx,IN,< 1 year,0.0
1414,4650.0,2007-10-06,lost valley 37430,615.0,38.76%,631xx,MO,1 year,0.0
1415,5000.0,2007-10-06,dbarless,430.0,6%,452xx,OH,< 1 year,0.0
1416,3200.0,2007-10-06,Elephant,0.0,0%,024xx,MA,< 1 year,0.0
1417,15000.0,2007-10-06,Clean Karma,681.0,22.54%,300xx,GA,4 years,0.0
1418,500.0,2007-10-06,HuniBuni2383,435.0,9.76%,440xx,OH,3 years,0.0
1419,800.0,2007-10-06,Turtle,0.0,0%,024xx,MA,< 1 year,0.0
1420,6200.0,2007-10-06,lowrychris,515.0,14.55%,327xx,FL,< 1 year,0.0
1421,5000.0,2007-10-06,Digital Savior,647.0,39.85%,441xx,OH,1 year,0.0
1422,2000.0,2007-10-06,trvsmart1,0.0,0%,328xx,FL,3 years,0.0
1423,1300.0,2007-10-06,Fishy,0.0,0%,100xx,NY,< 1 year,0.0
1424,15000.0,2007-10-06,"Get Back On Track: Pay Closing Costs, Ta",670.0,3.07%,303xx,GA,2 years,0.0
1425,5000.0,2007-10-06,joe70,544.0,25.44%,850xx,AZ,< 1 year,0.0
1426,25000.0,2007-10-07,codyandallisonsmom,506.0,25.95%,076xx,NJ,2 years,0.0
1427,4000.0,2007-10-07,kingdomof,531.0,13.46%,037xx,NH,8 years,0.0
1428,500.0,2007-10-07,Lefleur,520.0,12.12%,857xx,AZ,< 1 year,0.0
1429,5000.0,2007-10-07,jeremysh,453.0,13.24%,776xx,TX,1 year,0.0
1430,3000.0,2007-10-07,hdmarty,434.0,0%,370xx,TN,< 1 year,0.0
1431,4950.0,2007-10-07,lost valley 36980,524.0,5.05%,630xx,MO,< 1 year,0.0
1432,6275.0,2007-10-07,tnc18,571.0,21.14%,273xx,NC,10+ years,0.0
1433,20000.0,2007-10-07,blackbutterfly,624.0,0%,452xx,OH,< 1 year,0.0
1434,4000.0,2007-10-07,Loan request,609.0,27.5%,980xx,WA,3 years,0.0
1435,25000.0,2007-10-07,ABC,631.0,19.6%,210xx,MD,3 years,0.0
1436,25000.0,2007-10-07,I would like to take this money and pay off high interest credit cards and loans. I pay over $1600 a month in minimum payments and this loan will cut my payments in half. Thanks in advance to all!!,663.0,37.45%,775xx,TX,8 years,0.0
1437,3000.0,2007-10-07,Blackgod718,427.0,5.05%,114xx,NY,1 year,0.0
1438,25000.0,2007-10-07,ingomar,483.0,14.81%,441xx,OH,3 years,0.0
1439,3500.0,2007-10-07,jade10,0.0,1.68%,331xx,FL,< 1 year,0.0
1440,1500.0,2007-10-08,jjacobs,561.0,156.75%,325xx,FL,2 years,0.0
1441,2000.0,2007-10-08,kndrckmak2,476.0,9%,454xx,OH,2 years,0.0
1442,5000.0,2007-10-08,slim4114,432.0,3.33%,814xx,CO,10+ years,0.0
1443,20000.0,2007-10-08,fonzonwheels,524.0,9%,105xx,NY,< 1 year,0.0
1444,5000.0,2007-10-08,Fitzlight,507.0,11.97%,751xx,TX,10+ years,0.0
1445,3000.0,2007-10-08,rrweatherman,652.0,23.28%,280xx,NC,< 1 year,0.0
1446,5000.0,2007-10-08,Kiesa,485.0,23.93%,718xx,AR,< 1 year,0.0
1447,5000.0,2007-10-08,sodapopsstuff,456.0,20.89%,612xx,IN,10+ years,0.0
1448,2500.0,2007-10-08,peluchita09,468.0,6%,331xx,FL,4 years,0.0
1449,5000.0,2007-10-08,jdpkf2,573.0,0%,296xx,SC,< 1 year,0.0
1450,8275.0,2007-10-08,tnc19,691.0,1.84%,272xx,NC,6 years,0.0
1451,8275.0,2007-10-08,tnc20,648.0,25.3%,287xx,NC,4 years,0.0
1452,500.0,2007-10-08,KevinG,0.0,0%,641xx,MO,< 1 year,0.0
1453,16500.0,2007-10-08,mcsparkle,516.0,32.53%,285xx,NC,10+ years,0.0
1454,10000.0,2007-10-08,Jaime78,462.0,15.07%,461xx,IN,5 years,0.0
1455,4500.0,2007-10-08,cwf2007,500.0,35.76%,077xx,NJ,10+ years,0.0
1456,3500.0,2007-10-08,emerlady,554.0,0%,800xx,CO,2 years,0.0
1457,1000.0,2007-10-08,seekingfreedom,559.0,69.45%,395xx,MS,2 years,0.0
1458,1500.0,2007-10-08,Tigers64,537.0,12.4%,322xx,FL,< 1 year,0.0
1459,4000.0,2007-10-08,Glendasher,520.0,5.16%,112xx,NY,< 1 year,0.0
1460,10000.0,2007-10-08,BrendaP,472.0,13.25%,450xx,OH,10+ years,0.0
1461,2000.0,2007-10-08,Andrew S.,0.0,0%,259xx,WV,< 1 year,0.0
1462,25000.0,2007-10-08,ms. ann,572.0,0.82%,320xx,FL,< 1 year,0.0
1463,2500.0,2007-10-08,moniliyah,518.0,12%,112xx,NY,2 years,0.0
1464,500.0,2007-10-08,DALELOVE,458.0,0%,117xx,NY,2 years,0.0
1465,10000.0,2007-10-08,rodneyjoy,626.0,11.05%,853xx,AZ,< 1 year,0.0
1466,3000.0,2007-10-08,auto repairs ,386.0,18.43%,600xx,IL,10+ years,0.0
1467,5000.0,2007-10-08,albert.owens,496.0,16.18%,852xx,AZ,< 1 year,0.0
1468,2000.0,2007-10-08,WILDBILLXN5CB,594.0,36.8%,076xx,NJ,5 years,0.0
1469,2500.0,2007-10-09,mommabull72,515.0,15.2%,070xx,NJ,1 year,0.0
1470,3000.0,2007-10-09,coats,395.0,263.38%,275xx,NC,1 year,0.0
1471,20000.0,2007-10-09,carl11777,414.0,13.95%,641xx,MO,1 year,0.0
1472,20000.0,2007-10-09,CAVE1066,617.0,19.63%,324xx,FL,1 year,0.0
1473,5000.0,2007-10-09,Help a Independent Trucker out,520.0,35.13%,530xx,WI,10+ years,0.0
1474,10000.0,2007-10-09,zzzzzgirl,546.0,0%,191xx,NJ,1 year,0.0
1475,2000.0,2007-10-09,robinsonl,502.0,9.15%,207xx,MD,1 year,0.0
1476,1500.0,2007-10-09,ChristinaDeLine,520.0,53.15%,156xx,DE,2 years,0.0
1477,5000.0,2007-10-09,bowl300,576.0,14.1%,207xx,MD,10+ years,0.0
1478,2000.0,2007-10-09,Awilsonmilwaukee,458.0,12.9%,532xx,WI,1 year,0.0
1479,8000.0,2007-10-09,tillman1,436.0,0%,302xx,GA,4 years,0.0
1480,7000.0,2007-10-09,DAFFODELIA,565.0,12.53%,802xx,CO,1 year,0.0
1481,10000.0,2007-10-09,qupert,476.0,3.32%,323xx,FL,< 1 year,0.0
1482,1500.0,2007-10-09,Need a 2nd chance,476.0,19.92%,600xx,IL,10+ years,0.0
1483,2000.0,2007-10-09,mtangel,576.0,2.85%,242xx,VA,< 1 year,0.0
1484,9500.0,2007-10-09,chaza,632.0,5.24%,331xx,FL,5 years,0.0
1485,10000.0,2007-10-09,MANGUMTWEETY,543.0,0.24%,114xx,NY,10+ years,0.0
1486,1000.0,2007-10-09,EDLYNN,492.0,6.29%,780xx,TX,9 years,0.0
1487,2500.0,2007-10-09,SheGotKicks,0.0,0.88%,981xx,WA,< 1 year,0.0
1488,15000.0,2007-10-09,juice55,602.0,29.46%,402xx,KY,8 years,0.0
1489,3000.0,2007-10-09,Mapleridge,465.0,8.59%,198xx,OH,< 1 year,0.0
1490,5000.0,2007-10-09,griffina21,556.0,38.63%,065xx,CT,3 years,0.0
1491,10000.0,2007-10-09,erica_0529,427.0,0.8%,430xx,OH,2 years,0.0
1492,25000.0,2007-10-09,garciar3,624.0,14.41%,925xx,CO,2 years,0.0
1493,500.0,2007-10-09,austingal25,423.0,19.41%,787xx,TX,< 1 year,0.0
1494,17500.0,2007-10-09,buckyboy,470.0,6.96%,644xx,MO,2 years,0.0
1495,5000.0,2007-10-09,number1dad,0.0,0%,857xx,AZ,9 years,0.0
1496,25000.0,2007-10-09,sandy1940,515.0,19.01%,782xx,TX,4 years,0.0
1497,9900.0,2007-10-09,drywall,659.0,6.36%,112xx,NY,10+ years,0.0
1498,5000.0,2007-10-09,mcuyler,542.0,38.71%,315xx,GA,7 years,0.0
1499,5000.0,2007-10-09,jtail001,578.0,21.28%,331xx,FL,< 1 year,0.0
1500,15000.0,2007-10-09,blue1962,573.0,16.34%,782xx,TX,1 year,0.0
1501,2425.0,2007-10-09,kay,502.0,15.8%,209xx,MD,1 year,0.0
1502,25000.0,2007-10-09,Benz4themoney,696.0,36.82%,840xx,UT,< 1 year,0.0
1503,6000.0,2007-10-09,Vernon,497.0,9.69%,800xx,CO,2 years,0.0
1504,5000.0,2007-10-09,Amylu828,497.0,28.26%,322xx,FL,3 years,0.0
1505,500.0,2007-10-09,cmortensen14,460.0,0.58%,982xx,WA,7 years,0.0
1506,21000.0,2007-10-09,ct5000,621.0,22.5%,014xx,MA,5 years,0.0
1507,1500.0,2007-10-09,stixfinance23,485.0,0%,327xx,FL,1 year,0.0
1508,4000.0,2007-10-09,Danny6894,605.0,221.94%,347xx,FL,1 year,0.0
1509,22000.0,2007-10-09,bizmandev,598.0,6.61%,730xx,OK,1 year,0.0
1510,14000.0,2007-10-10,Help me breathe please,637.0,19.33%,967xx,HI,< 1 year,0.0
1511,1000.0,2007-10-10,carlandcyndi,491.0,20.85%,370xx,TN,10+ years,0.0
1512,500.0,2007-10-10,gotzs,607.0,40.29%,546xx,WI,1 year,0.0
1513,3000.0,2007-10-10,KenKayGil,498.0,10.9%,305xx,GA,< 1 year,0.0
1514,5000.0,2007-10-10,Randall Avenue,476.0,0.33%,104xx,NY,5 years,0.0
1515,2000.0,2007-10-10,Jeremy0832,443.0,0%,259xx,WV,< 1 year,0.0
1516,5000.0,2007-10-10,RPRESHA,390.0,25.2%,323xx,FL,10+ years,0.0
1517,5000.0,2007-10-10,norebah,601.0,58.71%,224xx,VA,10+ years,0.0
1518,15000.0,2007-10-10,TreyJ,675.0,14.61%,794xx,TX,7 years,0.0
1519,10850.0,2007-10-10,Steve,571.0,44.75%,480xx,MI,9 years,0.0
1520,9000.0,2007-10-10,kenny32268,652.0,13.41%,723xx,AR,4 years,0.0
1521,5000.0,2007-10-10,boatdoc1963,470.0,35.94%,395xx,MS,5 years,0.0
1522,10000.0,2007-10-10,terryb,478.0,31.97%,351xx,AL,7 years,0.0
1523,3500.0,2007-10-10,JMCNUTT,599.0,69.16%,769xx,TX,3 years,0.0
1524,25000.0,2007-10-10,JSOTO,562.0,12.6%,769xx,TX,< 1 year,0.0
1525,5000.0,2007-10-10,HeidiJo,513.0,14.72%,970xx,OR,4 years,0.0
1526,4000.0,2007-10-10,kevenmcdonald,445.0,4.8%,395xx,MS,10+ years,0.0
1527,9000.0,2007-10-10,brandygirl,641.0,6.99%,366xx,AL,< 1 year,0.0
1528,25000.0,2007-10-10,maral,413.0,7.71%,572xx,MT,< 1 year,0.0
1529,6000.0,2007-10-10,pipatatl,490.0,0%,330xx,FL,< 1 year,0.0
1530,4000.0,2007-10-10,Biggah,623.0,24.26%,481xx,MN,9 years,0.0
1531,5000.0,2007-10-10,Please Help,427.0,23.68%,352xx,AL,9 years,0.0
1532,17000.0,2007-10-10,Tsmith,723.0,53.3%,765xx,TX,3 years,0.0
1533,500.0,2007-10-10,tide88,558.0,1.52%,341xx,FL,8 years,0.0
1534,9000.0,2007-10-10,awinst2,0.0,2%,300xx,GA,< 1 year,0.0
1535,7000.0,2007-10-10,SCANADY,516.0,15.53%,322xx,FL,4 years,0.0
1536,2500.0,2007-10-10,Kicked Twice,461.0,13.18%,374xx,TN,6 years,0.0
1537,5000.0,2007-10-10,richiee,441.0,4.18%,843xx,UT,10+ years,0.0
1538,3000.0,2007-10-10,denstrip,629.0,8.4%,727xx,AR,< 1 year,0.0
1539,25000.0,2007-10-10,payoffdebt2010,681.0,73.6%,030xx,NH,8 years,0.0
1540,4000.0,2007-10-10,pruss21,579.0,0%,060xx,CT,4 years,0.0
1541,1000.0,2007-10-10,Coral1,424.0,0%,802xx,CO,< 1 year,0.0
1542,5000.0,2007-10-10,gageandparker,461.0,0%,279xx,NC,7 years,0.0
1543,5000.0,2007-10-11,pamfry,618.0,27.21%,667xx,KS,2 years,0.0
1544,1000.0,2007-10-11,colivitowilliams05,600.0,5.54%,326xx,FL,1 year,0.0
1545,500.0,2007-10-11,businessdragon,0.0,0%,440xx,OH,< 1 year,0.0
1546,2500.0,2007-10-11,redrocket,591.0,21.79%,207xx,MD,2 years,0.0
1547,2500.0,2007-10-11,Franchise,531.0,3.13%,018xx,MA,1 year,0.0
1548,25000.0,2007-10-11,rwray,670.0,22.1%,680xx,NE,10+ years,0.0
1549,2200.0,2007-10-11,Catlover,484.0,42.36%,530xx,WI,2 years,0.0
1550,6000.0,2007-10-11,tockey,595.0,9.22%,681xx,NE,10+ years,0.0
1551,4000.0,2007-10-11,jessica234,465.0,13.8%,070xx,NJ,1 year,0.0
1552,12500.0,2007-10-11,JJT123,482.0,27.64%,551xx,MN,1 year,0.0
1553,5000.0,2007-10-11,samarasl,575.0,16.46%,530xx,WI,< 1 year,0.0
1554,1500.0,2007-10-11,kbeard26,570.0,6%,302xx,GA,2 years,0.0
1555,12000.0,2007-10-11,kyle5192,484.0,17.83%,240xx,VA,2 years,0.0
1556,5000.0,2007-10-11,mrwundeful,562.0,22.39%,809xx,CO,10+ years,0.0
1557,6000.0,2007-10-11,Vince,534.0,19.69%,805xx,CO,3 years,0.0
1558,8000.0,2007-10-11,terry,455.0,26.73%,631xx,MO,10+ years,0.0
1559,2200.0,2007-10-11,mrcountryclub,610.0,11.66%,109xx,NY,2 years,0.0
1560,2500.0,2007-10-11,tahoetiara,528.0,6%,980xx,WA,< 1 year,0.0
1561,4000.0,2007-10-11,ellis,627.0,5.66%,275xx,NC,8 years,0.0
1562,4000.0,2007-10-11,mikes989,484.0,11.67%,782xx,TX,4 years,0.0
1563,2000.0,2007-10-11,super99999ooo,566.0,1.72%,921xx,CA,6 years,0.0
1564,5000.0,2007-10-11,GEE,433.0,28.36%,606xx,IN,10+ years,0.0
1565,5000.0,2007-10-11,Land in Buckfield,685.0,1.76%,042xx,ME,5 years,0.0
1566,25000.0,2007-10-11,WPAGAN,560.0,13.5%,104xx,NY,2 years,0.0
1567,750.0,2007-10-11,Paradiseacre,529.0,42.04%,747xx,OK,7 years,0.0
1568,1000.0,2007-10-11,DIMPLES,498.0,3.81%,100xx,NY,1 year,0.0
1569,20000.0,2007-10-11,freeman727,653.0,10.95%,115xx,NY,< 1 year,0.0
1570,10000.0,2007-10-11,orioles,718.0,764.83%,212xx,MD,10+ years,0.0
1571,2000.0,2007-10-11,Bill Help,648.0,6.42%,857xx,AZ,< 1 year,0.0
1572,6000.0,2007-10-11,Mom_In_2004and5,503.0,2.43%,441xx,OH,9 years,0.0
1573,25000.0,2007-10-11,mom2three,705.0,5.67%,781xx,TX,< 1 year,0.0
1574,25000.0,2007-10-11,vmrfurious,703.0,40.57%,781xx,TX,7 years,0.0
1575,5000.0,2007-10-11,agonzo,427.0,3%,787xx,TX,2 years,0.0
1576,5500.0,2007-10-12,baebaekidz,569.0,14.76%,454xx,OH,< 1 year,0.0
1577,1000.0,2007-10-12,richardpoehlein,541.0,29.84%,633xx,MO,6 years,0.0
1578,12000.0,2007-10-12,KATIE,664.0,66.76%,320xx,FL,< 1 year,0.0
1579,15000.0,2007-10-12,leonard21,556.0,19.2%,330xx,FL,5 years,0.0
1580,10000.0,2007-10-12,nenadiana12,565.0,17.32%,104xx,NY,5 years,0.0
1581,1000.0,2007-10-12,Jgirl,454.0,0%,804xx,CO,1 year,0.0
1582,25000.0,2007-10-12,fmmaster,572.0,4.71%,210xx,MD,10+ years,0.0
1583,25000.0,2007-10-12,reneec,559.0,23.43%,112xx,NY,3 years,0.0
1584,1000.0,2007-10-12,Sasha1,521.0,12%,331xx,FL,1 year,0.0
1585,5000.0,2007-10-12,wizeup36,560.0,13.67%,282xx,NC,10+ years,0.0
1586,5000.0,2007-10-12,Flyone,500.0,10.8%,801xx,CO,1 year,0.0
1587,8275.0,2007-10-12,tnc22,695.0,36.18%,272xx,NC,< 1 year,0.0
1588,10000.0,2007-10-12,whodini,,10.79%,336xx,FL,2 years,0.0
1589,25000.0,2007-10-12,"Pay Lending Club members, not Chase",627.0,21.98%,946xx,CA,4 years,0.0
1590,1500.0,2007-10-12,pm1010,471.0,15.31%,563xx,MN,1 year,0.0
1591,3000.0,2007-10-12,Nordicgirl,590.0,19.22%,995xx,AK,3 years,0.0
1592,5000.0,2007-10-12,grams6939,474.0,19.92%,468xx,IN,10+ years,0.0
1593,500.0,2007-10-12,tbthstnly,510.0,60.67%,386xx,MS,7 years,0.0
1594,500.0,2007-10-12,bubba,552.0,10.34%,386xx,MS,2 years,0.0
1595,3000.0,2007-10-12,Dottie,485.0,14.4%,041xx,ME,6 years,0.0
1596,6000.0,2007-10-12,BORROWING A GREAT RATE,675.0,46.2%,333xx,FL,5 years,0.0
1597,5000.0,2007-10-12,Bignell,590.0,1.9%,212xx,MD,7 years,0.0
1598,1000.0,2007-10-12,miaksoy,453.0,14.68%,980xx,WA,2 years,0.0
1599,20000.0,2007-10-12,Vegas Girl,702.0,49.71%,454xx,OH,10+ years,0.0
1600,4000.0,2007-10-12,mapcyn,537.0,10.79%,787xx,TX,5 years,0.0
1601,25000.0,2007-10-12,smith97,687.0,21.81%,440xx,OH,2 years,0.0
1602,5000.0,2007-10-12,mars7578,625.0,19.54%,330xx,FL,10+ years,0.0
1603,7000.0,2007-10-12,hi i have about 7000 indebt from cedit cards to auto to medical. i just want to make a better life for me and my family this will not only increase my fico score but be easier to make one payment each month and give me some extra money for my family each month im not looking for anything big but this will help thanks for reading my loan request Randy,582.0,0.45%,551xx,MN,< 1 year,0.0
1604,25000.0,2007-10-12,maggielou,500.0,6.26%,391xx,MS,2 years,0.0
1605,1500.0,2007-10-12,kmofield,556.0,15.04%,474xx,IN,2 years,0.0
1606,2500.0,2007-10-13,dpadma,440.0,26.7%,767xx,TX,5 years,0.0
1607,15000.0,2007-10-13,jeff2037,655.0,14.85%,478xx,IN,10+ years,0.0
1608,6000.0,2007-10-13,page34,409.0,13.4%,370xx,TN,2 years,0.0
1609,5000.0,2007-10-13,Debbie,533.0,21.46%,199xx,DE,5 years,0.0
1610,3000.0,2007-10-13,DTRAIN1974,638.0,11.57%,336xx,FL,2 years,0.0
1611,5000.0,2007-10-13,lgillum,761.0,0%,631xx,MO,< 1 year,0.0
1612,8275.0,2007-10-13,tnc24,530.0,3.98%,272xx,NC,10+ years,0.0
1613,25000.0,2007-10-13,boletti,629.0,50.88%,466xx,IN,1 year,0.0
1614,8275.0,2007-10-13,tnc25,550.0,3.98%,272xx,NC,10+ years,0.0
1615,2000.0,2007-10-13,sshotwell,500.0,29.5%,323xx,FL,1 year,0.0
1616,15000.0,2007-10-13,A new Day,639.0,16.84%,774xx,TX,10+ years,0.0
1617,5000.0,2007-10-13,AdamKirk,522.0,24.12%,322xx,FL,< 1 year,0.0
1618,5000.0,2007-10-13,specialk,451.0,3.71%,180xx,PA,1 year,0.0
1619,575.0,2007-10-13,bhawkins1,482.0,89.43%,350xx,AL,2 years,0.0
1620,5275.0,2007-10-13,SherryHudson,744.0,34.27%,270xx,NC,8 years,0.0
1621,7500.0,2007-10-13,night angel,452.0,9.84%,471xx,IN,1 year,0.0
1622,2500.0,2007-10-13,kely267,529.0,0%,212xx,MD,8 years,0.0
1623,5000.0,2007-10-13,Onceinthelandof2,585.0,9.42%,067xx,CT,10+ years,0.0
1624,7000.0,2007-10-13,cjbkmg,486.0,0%,558xx,MN,4 years,0.0
1625,6075.0,2007-10-13,lost valley 3383,550.0,0%,630xx,MO,< 1 year,0.0
1626,5275.0,2007-10-13,tnc28,643.0,32.17%,280xx,NC,1 year,0.0
1627,10000.0,2007-10-13,dtng,598.0,12.58%,982xx,WA,2 years,0.0
1628,2625.0,2007-10-13,lost valley 7358,631.0,38.19%,630xx,MO,3 years,0.0
1629,2625.0,2007-10-13,lost valley 2562,631.0,1.4%,630xx,MO,1 year,0.0
1630,10000.0,2007-10-13,wanda,515.0,13.12%,361xx,AL,10+ years,0.0
1631,4650.0,2007-10-13,lost valley 5425,477.0,60.23%,631xx,MO,4 years,0.0
1632,1500.0,2007-10-13,austintumbleweed,628.0,15.69%,786xx,TX,6 years,0.0
1633,10000.0,2007-10-13,Unbelie631,535.0,16.64%,117xx,NY,< 1 year,0.0
1634,5000.0,2007-10-13,mkbm98,554.0,1.36%,628xx,IL,1 year,0.0
1635,7500.0,2007-10-13,webuyhosts,677.0,9.84%,991xx,WA,6 years,0.0
1636,10000.0,2007-10-13,vila valachi,430.0,9.3%,104xx,NY,5 years,0.0
1637,5000.0,2007-10-14,aimeelynn25,512.0,6.56%,640xx,MO,5 years,0.0
1638,800.0,2007-10-14,siera,692.0,39.8%,322xx,FL,3 years,0.0
1639,7000.0,2007-10-14,twiztidm16,537.0,0.96%,331xx,FL,10+ years,0.0
1640,6000.0,2007-10-14,yecnors,668.0,71.31%,806xx,CO,< 1 year,0.0
1641,15000.0,2007-10-14,julio_lara,0.0,240%,315xx,GA,< 1 year,0.0
1642,8000.0,2007-10-14,TOMCAT,507.0,23.17%,344xx,FL,10+ years,0.0
1643,8500.0,2007-10-14,FATHER,677.0,5.77%,070xx,NJ,5 years,0.0
1644,6200.0,2007-10-14,scottbls,692.0,3.86%,025xx,MA,< 1 year,0.0
1645,4000.0,2007-10-14,prettygirl,565.0,65.23%,708xx,LA,10+ years,0.0
1646,3275.0,2007-10-14,lost valley 4713,401.0,10.62%,630xx,MO,< 1 year,0.0
1647,1500.0,2007-10-14,Clinton,500.0,42.43%,805xx,CO,1 year,0.0
1648,10000.0,2007-10-14,kim,436.0,21.51%,631xx,MO,< 1 year,0.0
1649,15000.0,2007-10-14,Carla,502.0,32.8%,300xx,GA,7 years,0.0
1650,10000.0,2007-10-14,specialkryse,439.0,6%,451xx,OH,< 1 year,0.0
1651,25000.0,2007-10-14,roth1975,730.0,7.54%,440xx,OH,3 years,0.0
1652,1500.0,2007-10-14,sweetbee,481.0,2.04%,281xx,NC,< 1 year,0.0
1653,3725.0,2007-10-14,lost valley 9148,503.0,25.97%,630xx,MO,< 1 year,0.0
1654,3725.0,2007-10-14,lost valley 5631,582.0,13.94%,630xx,MO,< 1 year,0.0
1655,7500.0,2007-10-14,gemini20164,534.0,6.32%,201xx,VA,8 years,0.0
1656,2000.0,2007-10-14,lilmar,459.0,39.7%,786xx,TX,3 years,0.0
1657,30000.0,2007-10-14,buddymond,691.0,43.24%,754xx,TX,10+ years,0.0
1658,9000.0,2007-10-14,nkbahrman,654.0,1.11%,322xx,FL,< 1 year,0.0
1659,3200.0,2007-10-14,Christian1180,515.0,7.47%,442xx,OH,10+ years,0.0
1660,10000.0,2007-10-14,DEQUEEN,0.0,0%,303xx,GA,2 years,0.0
1661,1700.0,2007-10-15,dwayneblack,511.0,41.98%,216xx,MD,10+ years,0.0
1662,15000.0,2007-10-15,csexton,444.0,16.24%,138xx,NY,8 years,0.0
1663,5000.0,2007-10-15,codtay,506.0,19.53%,024xx,MA,1 year,0.0
1664,5000.0,2007-10-15,tayleeb,464.0,6.37%,015xx,MA,< 1 year,0.0
1665,2200.0,2007-10-15,Whyte,631.0,2.33%,344xx,FL,< 1 year,0.0
1666,5000.0,2007-10-15,pinkgator,652.0,70.32%,347xx,FL,< 1 year,0.0
1667,5000.0,2007-10-15,gdpjr55,616.0,29.85%,335xx,FL,< 1 year,0.0
1668,4000.0,2007-10-15,mr.branch1,674.0,36.9%,232xx,VA,< 1 year,0.0
1669,7000.0,2007-10-15,chapa,497.0,6.35%,372xx,TN,1 year,0.0
1670,5000.0,2007-10-15,Budda324,622.0,19.09%,105xx,NY,1 year,0.0
1671,2000.0,2007-10-15,nichele,628.0,180.48%,328xx,FL,2 years,0.0
1672,10000.0,2007-10-15,PHILPURO,598.0,261%,782xx,TX,3 years,0.0
1673,25000.0,2007-10-15,growbiz,686.0,59.17%,453xx,OH,4 years,0.0
1674,7500.0,2007-10-15,jrich,605.0,2.79%,395xx,MS,6 years,0.0
1675,3800.0,2007-10-15,mlane,570.0,13.37%,750xx,TX,7 years,0.0
1676,10000.0,2007-10-15,Sandra,577.0,17.45%,705xx,LA,1 year,0.0
1677,5000.0,2007-10-15,Mrrick,638.0,36.33%,125xx,NY,1 year,0.0
1678,25000.0,2007-10-15,Bern,717.0,56.89%,339xx,FL,< 1 year,0.0
1679,12000.0,2007-10-15,thathandyroger,539.0,14.76%,207xx,MD,< 1 year,0.0
1680,1000.0,2007-10-15,Athena811,574.0,0%,043xx,ME,3 years,0.0
1681,25000.0,2007-10-15,SECURTY,501.0,40.1%,275xx,NC,< 1 year,0.0
1682,2500.0,2007-10-15,ATV,672.0,6.08%,105xx,NY,< 1 year,0.0
1683,5000.0,2007-10-15,ejtaylor,557.0,0.56%,336xx,FL,5 years,0.0
1684,10000.0,2007-10-15,Renee,595.0,12.33%,800xx,CO,2 years,0.0
1685,7500.0,2007-10-15,mbedard,578.0,28.25%,347xx,FL,< 1 year,0.0
1686,5000.0,2007-10-15,jdanderson,510.0,14.93%,023xx,MA,4 years,0.0
1687,1000.0,2007-10-15,nikki9381,502.0,14.6%,443xx,OH,< 1 year,0.0
1688,10000.0,2007-10-15,hardcorevixen101,492.0,15.36%,334xx,FL,< 1 year,0.0
1689,5000.0,2007-10-15,butterflywonder,491.0,9.46%,800xx,CO,3 years,0.0
1690,25000.0,2007-10-15,Bethany,676.0,21.15%,381xx,TN,10+ years,0.0
1691,25000.0,2007-10-15,puls,629.0,12.88%,180xx,OH,2 years,0.0
1692,7500.0,2007-10-15,corkyh,560.0,49.93%,666xx,KS,< 1 year,0.0
1693,600.0,2007-10-15,Phillips31,444.0,62.88%,230xx,VA,2 years,0.0
1694,7500.0,2007-10-15,dakotaaxis,505.0,17.02%,023xx,MA,< 1 year,0.0
1695,4000.0,2007-10-15,headhoh,589.0,19.54%,640xx,MT,4 years,0.0
1696,800.0,2007-10-15,joito74,558.0,7.38%,330xx,FL,10+ years,0.0
1697,3000.0,2007-10-15,sctiger,581.0,28.48%,296xx,SC,4 years,0.0
1698,2500.0,2007-10-15,Ms. kaysha,472.0,12.24%,302xx,GA,10+ years,0.0
1699,5000.0,2007-10-15,CRodney,480.0,2526.77%,061xx,CT,5 years,0.0
1700,15000.0,2007-10-15,LOVETOBAKE,647.0,15.55%,434xx,OH,2 years,0.0
1701,15000.0,2007-10-15,nickdash1,501.0,37.88%,344xx,FL,10+ years,0.0
1702,2500.0,2007-10-15,easy,641.0,20.69%,331xx,FL,10+ years,0.0
1703,25000.0,2007-10-15,roger,607.0,25.83%,143xx,NY,10+ years,0.0
1704,25000.0,2007-10-15,littlehead7,657.0,62.07%,300xx,GA,1 year,0.0
1705,12000.0,2007-10-15,new2u_sd,572.0,18.7%,921xx,AZ,< 1 year,0.0
1706,3000.0,2007-10-15,deafton,501.0,22.47%,750xx,TX,1 year,0.0
1707,15000.0,2007-10-15,bellal2,723.0,1.94%,232xx,VA,< 1 year,0.0
1708,7500.0,2007-10-15,mgulla78,661.0,36.8%,134xx,NY,7 years,0.0
