,avg_cur_bal,acc_open_past_24mths,inq_last_12m,total_cu_tl,inq_fi,total_rev_hi_lim,all_util,max_bal_bc,open_rv_24m,open_rv_12m,total_bal_il,open_il_24m,open_il_12m,open_act_il,open_acc_6m,tot_cur_bal,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,total_bc_limit,total_bal_ex_mort,tot_hi_cred_lim,pct_tl_nvr_dlq,num_tl_op_past_12m,tot_coll_amt,num_sats,num_rev_accts,num_op_rev_tl,num_il_tl,num_bc_tl,num_bc_sats,num_actv_rev_tl,num_actv_bc_tl,num_accts_ever_120_pd,num_rev_tl_bal_gt_0,last_fico_range_low,last_fico_range_high,loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,fico_range_low,total_il_high_credit_limit,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,fico_range_high,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_acc,last_pymnt_amnt,last_pymnt_d,last_credit_pull_d,term,grade,loan_status,home_ownership,verification_status,purpose,addr_state,sub_grade
80,12455.0,3.0,1.0,1.0,0.0,35400.0,76.0,8415.0,2.0,1.0,71557.0,1.0,1.0,7.0,0.0,224194.0,171.0,12.0,10.0,1.0,28400.0,96280.0,256635.0,100.0,2.0,0.0,18.0,17.0,10.0,14.0,12.0,7.0,7.0,6.0,0.0,7.0,700.0,704.0,15000.0,15000.0,15000.0,10.78,324.5,65000.0,29.28,0.0,720.0,83810.0,0.0,18.0,0.0,24723.0,69.8,724.0,0.0,0.0,18520.2766026076,18520.28,15000.0,3520.28,32.0,2536.24,Feb-2019,Mar-2019, 60 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,AL,B4
81,9350.0,5.0,2.0,4.0,2.0,24700.0,75.0,4958.0,2.0,0.0,27723.0,3.0,2.0,9.0,2.0,168304.0,124.0,16.0,2.0,2.0,13900.0,40681.0,190694.0,100.0,2.0,0.0,18.0,15.0,8.0,16.0,4.0,3.0,5.0,2.0,0.0,5.0,710.0,714.0,10000.0,10000.0,10000.0,10.78,326.35,41600.0,15.78,0.0,695.0,29512.0,0.0,18.0,0.0,12958.0,52.5,699.0,0.0,0.0,11289.9506881354,11289.95,10000.0,1289.95,33.0,5756.97,Jul-2017,Dec-2018, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,IN,B4
82,20490.0,7.0,3.0,0.0,2.0,46000.0,42.0,10538.0,5.0,3.0,8820.0,1.0,0.0,2.0,0.0,327836.0,150.0,7.0,7.0,4.0,28200.0,27849.0,369112.0,100.0,4.0,0.0,16.0,24.0,13.0,3.0,10.0,5.0,8.0,5.0,0.0,8.0,730.0,734.0,15000.0,15000.0,15000.0,8.49,473.45,110000.0,13.24,0.0,670.0,21124.0,0.0,16.0,1.0,19029.0,41.4,674.0,0.0,0.0,15657.93,15657.93,15000.0,657.93,33.0,13308.37,Jul-2016,May-2018, 36 months,B,Fully Paid,MORTGAGE,Not Verified,credit_card,NJ,B1
83,5505.0,5.0,9.0,0.0,3.0,21700.0,54.0,4871.0,5.0,3.0,34454.0,0.0,0.0,3.0,1.0,55048.0,352.0,3.0,3.0,2.0,21700.0,55048.0,102524.0,87.5,3.0,1105.0,11.0,12.0,8.0,10.0,11.0,8.0,5.0,5.0,1.0,6.0,580.0,584.0,23100.0,23100.0,23100.0,20.5,618.46,110000.0,20.43,0.0,660.0,80824.0,0.0,11.0,0.0,20594.0,94.9,664.0,0.0,0.0,5305.12,5305.12,1158.07,1868.46,24.0,618.46,Jun-2016,Dec-2016, 60 months,E,Charged Off,OWN,Not Verified,car,DE,E4
84,18316.0,7.0,3.0,2.0,2.0,37400.0,82.0,9413.0,3.0,2.0,29947.0,2.0,0.0,1.0,0.0,238105.0,157.0,11.0,9.0,2.0,32000.0,60982.0,253900.0,100.0,3.0,0.0,14.0,31.0,11.0,5.0,17.0,7.0,9.0,7.0,0.0,9.0,520.0,524.0,27300.0,27300.0,27300.0,17.27,977.0,65000.0,25.63,0.0,660.0,37192.0,0.0,14.0,0.0,31035.0,83.0,664.0,0.0,0.0,8727.52,8727.52,5569.98,3157.54,38.0,977.0,Oct-2016,May-2018, 36 months,D,Charged Off,MORTGAGE,Not Verified,home_improvement,NY,D3
85,1470.0,9.0,5.0,1.0,1.0,54400.0,33.0,2990.0,6.0,2.0,16182.0,2.0,1.0,1.0,0.0,23522.0,100.0,7.0,7.0,5.0,45800.0,23522.0,72150.0,97.0,4.0,0.0,16.0,21.0,15.0,6.0,13.0,11.0,4.0,3.0,1.0,4.0,705.0,709.0,25000.0,25000.0,25000.0,11.48,549.57,135000.0,4.65,0.0,705.0,17750.0,0.0,16.0,0.0,7340.0,13.5,709.0,0.0,0.0,26482.58,26482.58,25000.0,1482.58,33.0,23774.59,Jul-2016,Jan-2019, 60 months,B,Fully Paid,MORTGAGE,Not Verified,credit_card,TX,B5
86,2045.0,2.0,0.0,0.0,0.0,16300.0,75.0,4917.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,12272.0,110.0,3.0,3.0,0.0,10300.0,12272.0,16300.0,100.0,2.0,0.0,7.0,9.0,7.0,0.0,4.0,4.0,6.0,4.0,0.0,6.0,720.0,724.0,15000.0,15000.0,15000.0,10.78,489.52,40000.0,10.17,0.0,670.0,0.0,0.0,7.0,0.0,12272.0,75.3,674.0,0.0,0.0,17653.9020923722,17653.9,15000.0,2653.9,9.0,1464.61,Nov-2018,Dec-2018, 36 months,B,Fully Paid,RENT,Verified,credit_card,TX,B4
87,3432.0,4.0,7.0,0.0,5.0,23000.0,76.0,4807.0,1.0,1.0,59096.0,3.0,1.0,14.0,2.0,65214.0,162.0,3.0,3.0,0.0,21300.0,65214.0,85929.0,96.9,2.0,0.0,19.0,8.0,4.0,28.0,5.0,3.0,4.0,3.0,1.0,4.0,555.0,559.0,10000.0,10000.0,10000.0,16.59,246.33,30000.0,30.84,0.0,715.0,62929.0,2.0,19.0,1.0,6118.0,26.6,719.0,0.0,0.0,10757.52,10757.52,10000.0,757.52,36.0,9795.24,Jun-2016,Apr-2018, 60 months,D,Fully Paid,RENT,Source Verified,debt_consolidation,OH,D2
88,13763.0,5.0,2.0,0.0,0.0,27500.0,63.0,5431.0,3.0,2.0,12681.0,2.0,1.0,2.0,1.0,123863.0,162.0,3.0,3.0,2.0,27500.0,28564.0,143748.0,89.5,3.0,0.0,9.0,13.0,6.0,4.0,11.0,6.0,6.0,6.0,1.0,6.0,720.0,724.0,18500.0,18500.0,18500.0,12.88,419.8,70000.0,13.2,0.0,675.0,17944.0,1.0,9.0,0.0,15883.0,57.8,679.0,0.0,0.0,21912.0029878217,21912.0,18500.0,3412.0,19.0,14388.69,Aug-2017,Aug-2017, 60 months,C,Fully Paid,MORTGAGE,Source Verified,debt_consolidation,TX,C2
89,1666.0,5.0,1.0,1.0,1.0,13500.0,54.0,2361.0,4.0,0.0,6113.0,1.0,0.0,1.0,0.0,11665.0,46.0,16.0,13.0,0.0,10100.0,11665.0,21690.0,100.0,0.0,0.0,7.0,9.0,6.0,1.0,5.0,4.0,5.0,4.0,0.0,5.0,655.0,659.0,5000.0,5000.0,5000.0,7.91,156.48,32000.0,13.73,0.0,685.0,8190.0,0.0,7.0,1.0,5552.0,41.1,689.0,0.0,0.0,5627.559926071999,5627.56,5000.0,627.56,10.0,156.25,Jan-2019,Mar-2019, 36 months,A,Fully Paid,RENT,Source Verified,credit_card,OH,A5
90,8054.0,1.0,2.0,0.0,1.0,15500.0,44.0,7392.0,1.0,1.0,6600.0,0.0,0.0,1.0,1.0,40272.0,174.0,4.0,4.0,2.0,15500.0,14118.0,69818.0,100.0,1.0,0.0,5.0,6.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,585.0,589.0,9000.0,9000.0,9000.0,9.17,286.92,50000.0,11.98,0.0,800.0,16318.0,2.0,5.0,0.0,7518.0,48.5,804.0,0.0,0.0,10232.9087061272,10232.91,9000.0,1232.91,11.0,167.11,Jan-2019,Jan-2019, 36 months,B,Fully Paid,OWN,Not Verified,debt_consolidation,KS,B2
91,2927.0,3.0,2.0,2.0,1.0,47300.0,35.0,3906.0,2.0,0.0,22705.0,1.0,0.0,2.0,0.0,32193.0,121.0,18.0,17.0,0.0,22800.0,32193.0,90996.0,100.0,0.0,0.0,12.0,21.0,10.0,8.0,10.0,5.0,3.0,3.0,0.0,3.0,690.0,694.0,11000.0,11000.0,11000.0,6.49,337.09,85000.0,15.0,0.0,755.0,43696.0,0.0,12.0,0.0,9488.0,20.1,759.0,0.0,0.0,11513.41,11513.41,11000.0,513.41,31.0,8826.61,Oct-2016,Feb-2019, 36 months,A,Fully Paid,MORTGAGE,Not Verified,credit_card,MA,A2
92,25644.0,5.0,3.0,0.0,1.0,20400.0,62.0,2776.0,1.0,1.0,36812.0,4.0,1.0,3.0,1.0,205155.0,255.0,8.0,3.0,1.0,12700.0,41663.0,247433.0,95.7,2.0,0.0,9.0,14.0,5.0,8.0,9.0,2.0,3.0,1.0,0.0,3.0,745.0,749.0,20000.0,20000.0,20000.0,6.49,612.89,55000.0,29.15,0.0,750.0,46367.0,0.0,9.0,0.0,4851.0,23.8,754.0,0.0,0.0,22045.971550316,22045.97,20000.0,2045.97,23.0,612.85,Jan-2019,Mar-2019, 36 months,A,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,TN,A2
93,13773.0,6.0,3.0,1.0,1.0,194800.0,21.0,2491.0,6.0,2.0,55536.0,0.0,0.0,1.0,1.0,330562.0,272.0,2.0,2.0,2.0,119600.0,97129.0,537200.0,97.9,2.0,0.0,30.0,39.0,28.0,6.0,19.0,12.0,12.0,7.0,0.0,12.0,795.0,799.0,15000.0,15000.0,15000.0,5.32,451.73,80000.0,20.18,0.0,775.0,94400.0,1.0,30.0,0.0,41593.0,21.4,779.0,0.0,0.0,16241.2754893718,16241.28,15000.0,1241.28,47.0,2244.3,Sep-2018,Sep-2018, 36 months,A,Fully Paid,RENT,Not Verified,debt_consolidation,VA,A1
94,17827.0,3.0,1.0,6.0,2.0,18400.0,22.0,0.0,0.0,0.0,6468.0,2.0,0.0,1.0,0.0,142615.0,60.0,35.0,9.0,2.0,8500.0,11146.0,183062.0,94.7,1.0,0.0,8.0,6.0,5.0,10.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,499.0,12000.0,12000.0,12000.0,5.32,361.38,53750.0,15.3,1.0,700.0,29053.0,0.0,8.0,0.0,3172.0,17.2,704.0,0.0,0.0,12463.54,12463.54,12000.0,463.54,19.0,9219.99,Nov-2016,Dec-2018, 36 months,A,Fully Paid,MORTGAGE,Source Verified,debt_consolidation,AZ,A1
95,5926.0,7.0,0.0,2.0,2.0,31400.0,49.0,1984.0,6.0,4.0,136887.0,1.0,0.0,2.0,2.0,148154.0,215.0,4.0,4.0,2.0,5800.0,148154.0,168819.0,97.1,4.0,0.0,27.0,45.0,25.0,21.0,6.0,3.0,11.0,3.0,1.0,12.0,765.0,769.0,8000.0,8000.0,8000.0,10.78,261.08,45000.0,21.23,0.0,670.0,136996.0,0.0,28.0,0.0,11141.0,35.5,674.0,0.0,0.0,9257.1024582076,9257.1,8000.0,1257.1,69.0,252.27,Mar-2018,Mar-2019, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,MI,B4
96,2128.0,3.0,4.0,0.0,2.0,26600.0,54.0,3058.0,2.0,1.0,20907.0,1.0,1.0,2.0,0.0,31915.0,91.0,10.0,10.0,0.0,21200.0,31915.0,59420.0,90.5,2.0,230.0,16.0,19.0,14.0,3.0,11.0,10.0,8.0,7.0,0.0,8.0,520.0,524.0,12000.0,12000.0,12000.0,10.78,391.62,40000.0,31.95,3.0,665.0,32820.0,0.0,16.0,0.0,11008.0,41.4,669.0,0.0,0.0,13096.7322266628,13096.73,12000.0,1096.73,22.0,8659.7,Jan-2017,Feb-2019, 36 months,B,Fully Paid,RENT,Not Verified,credit_card,NJ,B4
97,25410.0,7.0,3.0,3.0,1.0,23400.0,65.0,4829.0,3.0,2.0,94902.0,3.0,2.0,6.0,3.0,304914.0,175.0,6.0,6.0,1.0,20400.0,102660.0,335119.0,97.8,5.0,0.0,12.0,21.0,5.0,24.0,15.0,4.0,2.0,2.0,0.0,2.0,525.0,529.0,18000.0,18000.0,18000.0,7.49,559.83,75000.0,25.65,0.0,715.0,107522.0,1.0,12.0,0.0,7758.0,33.2,719.0,0.0,0.0,19771.097252642,19771.1,18000.0,1771.1,47.0,8073.57,Oct-2017,Feb-2019, 36 months,A,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,NH,A4
98,33919.0,4.0,8.0,1.0,2.0,24200.0,63.0,4288.0,1.0,0.0,35380.0,3.0,1.0,3.0,0.0,407032.0,129.0,16.0,9.0,1.0,22000.0,42332.0,457315.0,100.0,1.0,194.0,12.0,14.0,8.0,8.0,10.0,7.0,4.0,3.0,0.0,4.0,725.0,729.0,3600.0,3600.0,3600.0,11.48,118.68,85000.0,17.44,0.0,675.0,43306.0,2.0,12.0,1.0,6952.0,28.7,679.0,0.0,0.0,4049.625086803,4049.63,3600.0,449.63,23.0,2275.17,May-2017,Jan-2019, 36 months,B,Fully Paid,MORTGAGE,Source Verified,debt_consolidation,VA,B5
99,913.0,5.0,3.0,0.0,2.0,22400.0,33.0,5509.0,4.0,3.0,0.0,1.0,1.0,0.0,2.0,7302.0,152.0,5.0,5.0,0.0,16900.0,7302.0,22400.0,94.1,4.0,0.0,8.0,15.0,8.0,2.0,10.0,5.0,4.0,3.0,0.0,4.0,545.0,549.0,7200.0,7200.0,7200.0,17.27,257.67,20000.0,13.21,1.0,705.0,0.0,1.0,8.0,0.0,7302.0,32.6,709.0,0.0,0.0,3767.42,3767.42,2002.17,1041.44,17.0,257.67,Dec-2016,Jul-2018, 36 months,D,Charged Off,OWN,Verified,debt_consolidation,MA,D3
100,9720.0,7.0,5.0,0.0,0.0,80500.0,36.0,3046.0,7.0,2.0,96244.0,0.0,0.0,2.0,2.0,155521.0,168.0,3.0,3.0,1.0,13800.0,155521.0,176208.0,100.0,2.0,0.0,16.0,29.0,14.0,12.0,10.0,5.0,8.0,5.0,0.0,8.0,730.0,734.0,15000.0,15000.0,15000.0,13.44,344.69,77213.0,18.17,0.0,670.0,95668.0,2.0,17.0,1.0,59237.0,25.8,674.0,0.0,0.0,17307.0186828177,17307.02,15000.0,2307.02,44.0,12793.18,Mar-2017,Jan-2019, 60 months,C,Fully Paid,RENT,Source Verified,credit_card,FL,C3
101,12915.0,3.0,1.0,3.0,0.0,8600.0,65.0,0.0,2.0,1.0,15913.0,0.0,0.0,6.0,0.0,142064.0,43.0,7.0,7.0,2.0,0.0,20751.0,155131.0,100.0,2.0,0.0,11.0,4.0,4.0,14.0,0.0,0.0,3.0,0.0,0.0,3.0,740.0,744.0,5000.0,5000.0,5000.0,9.8,160.87,72000.0,6.52,0.0,710.0,23281.0,0.0,11.0,1.0,4838.0,56.3,714.0,0.0,0.0,5736.458009387,5736.46,5000.0,736.46,20.0,1560.65,Apr-2018,Apr-2018, 36 months,B,Fully Paid,OWN,Not Verified,other,NC,B3
102,1150.0,4.0,2.0,1.0,4.0,18100.0,30.0,2701.0,3.0,2.0,3174.0,1.0,0.0,2.0,1.0,10353.0,59.0,5.0,5.0,0.0,12300.0,10353.0,34105.0,100.0,2.0,0.0,9.0,10.0,7.0,2.0,5.0,5.0,4.0,3.0,0.0,5.0,525.0,529.0,11550.0,11550.0,11550.0,16.59,284.51,38000.0,21.07,0.0,700.0,16005.0,0.0,9.0,0.0,7179.0,39.7,704.0,0.0,0.0,7397.62,7397.62,3184.23,3048.38,12.0,284.51,Nov-2017,Apr-2018, 60 months,D,Charged Off,RENT,Not Verified,credit_card,OH,D2
103,3068.0,1.0,5.0,0.0,1.0,55000.0,52.0,12992.0,1.0,1.0,14477.0,0.0,0.0,1.0,0.0,42952.0,181.0,8.0,8.0,1.0,33200.0,42952.0,92909.0,96.8,1.0,0.0,14.0,23.0,13.0,7.0,12.0,6.0,9.0,5.0,1.0,10.0,695.0,699.0,33600.0,33600.0,33600.0,10.78,1096.53,104000.0,14.01,0.0,690.0,37909.0,2.0,14.0,0.0,28475.0,51.8,694.0,0.0,0.0,34309.15,34309.15,33600.0,709.15,31.0,33262.93,Mar-2016,Mar-2016, 36 months,B,Fully Paid,RENT,Source Verified,debt_consolidation,OH,B4
104,10201.0,4.0,1.0,6.0,1.0,25800.0,76.0,5426.0,3.0,0.0,19930.0,1.0,0.0,2.0,0.0,102008.0,156.0,21.0,21.0,4.0,12400.0,39544.0,122214.0,100.0,0.0,0.0,10.0,12.0,7.0,5.0,5.0,3.0,5.0,2.0,0.0,7.0,710.0,714.0,17925.0,17925.0,17925.0,17.27,448.09,39000.0,27.78,0.0,720.0,26199.0,1.0,10.0,0.0,19614.0,76.0,724.0,8398.5,8398.5,16984.42,16984.42,9526.5,7457.92,21.0,448.09,Feb-2019,Mar-2019, 60 months,D,Current,OWN,Source Verified,debt_consolidation,OH,D3
105,5394.0,3.0,3.0,0.0,1.0,21000.0,64.0,9131.0,2.0,1.0,21378.0,1.0,0.0,3.0,0.0,32365.0,163.0,11.0,11.0,0.0,21000.0,32365.0,50240.0,84.6,1.0,0.0,7.0,7.0,4.0,6.0,5.0,4.0,2.0,2.0,0.0,2.0,585.0,589.0,17475.0,17475.0,17475.0,13.99,597.17,39750.0,23.58,0.0,695.0,29240.0,0.0,7.0,0.0,10987.0,52.3,699.0,0.0,0.0,15789.65,15789.65,8303.45,3104.2,13.0,597.17,Sep-2017,Feb-2019, 36 months,C,Charged Off,RENT,Not Verified,debt_consolidation,IL,C4
106,812.0,5.0,0.0,0.0,0.0,36500.0,27.0,4440.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,9747.0,181.0,5.0,5.0,0.0,29700.0,9747.0,36500.0,100.0,2.0,500.0,12.0,22.0,12.0,0.0,15.0,8.0,7.0,6.0,0.0,7.0,670.0,674.0,9000.0,9000.0,9000.0,8.49,284.07,47000.0,8.43,0.0,675.0,0.0,0.0,12.0,0.0,9747.0,26.7,679.0,0.0,0.0,10213.625081791,10213.63,9000.0,1213.63,22.0,849.93,Nov-2018,Nov-2018, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,FL,B1
107,10086.0,8.0,0.0,0.0,0.0,73200.0,42.0,7909.0,5.0,1.0,65001.0,3.0,2.0,6.0,2.0,181540.0,145.0,4.0,1.0,2.0,49500.0,74787.0,291626.0,100.0,3.0,0.0,18.0,22.0,11.0,13.0,10.0,5.0,4.0,2.0,0.0,4.0,815.0,819.0,12000.0,12000.0,12000.0,9.8,253.79,65000.0,23.84,0.0,785.0,105910.0,0.0,18.0,0.0,9786.0,13.4,789.0,0.0,0.0,13842.626405416398,13842.63,12000.0,1842.63,37.0,8529.37,Nov-2017,Nov-2017, 60 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,KS,B3
108,1995.0,3.0,1.0,1.0,0.0,12000.0,24.0,502.0,2.0,1.0,7478.0,1.0,1.0,2.0,1.0,7980.0,142.0,9.0,5.0,3.0,12000.0,7980.0,33017.0,100.0,2.0,0.0,4.0,10.0,2.0,11.0,5.0,2.0,1.0,1.0,0.0,1.0,680.0,684.0,4000.0,4000.0,4000.0,9.17,127.52,44500.0,15.83,0.0,670.0,21017.0,0.0,4.0,1.0,502.0,4.2,674.0,0.0,0.0,4399.0230701534,4399.02,4000.0,399.02,24.0,2491.31,May-2017,Jan-2019, 36 months,B,Fully Paid,RENT,Verified,debt_consolidation,NE,B2
109,5265.0,3.0,6.0,0.0,2.0,10700.0,82.0,5706.0,2.0,2.0,18047.0,1.0,1.0,1.0,1.0,26327.0,88.0,6.0,6.0,0.0,10700.0,26327.0,32280.0,80.0,3.0,0.0,5.0,9.0,4.0,1.0,7.0,4.0,3.0,3.0,2.0,3.0,670.0,674.0,10500.0,10500.0,10500.0,15.77,367.96,70100.0,8.51,0.0,660.0,21580.0,0.0,5.0,0.0,8280.0,77.4,664.0,0.0,0.0,13048.516847021,13048.52,10500.0,2548.52,10.0,3036.6,May-2018,May-2018, 36 months,D,Fully Paid,RENT,Source Verified,credit_card,KS,D1
110,64448.0,3.0,1.0,1.0,0.0,84500.0,69.0,11535.0,0.0,0.0,49789.0,2.0,2.0,2.0,0.0,451137.0,216.0,54.0,7.0,2.0,34500.0,84039.0,531602.0,100.0,2.0,6594.0,7.0,6.0,3.0,6.0,3.0,2.0,3.0,2.0,0.0,3.0,705.0,709.0,14000.0,14000.0,14000.0,9.8,450.43,100000.0,15.97,0.0,685.0,55842.0,0.0,7.0,0.0,34250.0,36.1,689.0,0.0,0.0,16205.3677867613,16205.37,14000.0,2205.37,14.0,450.79,Jan-2019,Jan-2019, 36 months,B,Fully Paid,MORTGAGE,Not Verified,medical,OH,B3
111,20321.0,3.0,1.0,0.0,3.0,12800.0,61.0,1503.0,2.0,0.0,32262.0,1.0,0.0,3.0,0.0,182893.0,115.0,19.0,19.0,1.0,6100.0,40615.0,225933.0,100.0,0.0,0.0,9.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,0.0,5.0,645.0,649.0,6000.0,6000.0,6000.0,7.91,187.77,105000.0,14.45,0.0,685.0,54068.0,1.0,9.0,3.0,8353.0,65.3,689.0,0.0,0.0,6753.096794824,6753.1,6000.0,753.1,11.0,187.74,Jan-2019,Feb-2019, 36 months,A,Fully Paid,MORTGAGE,Not Verified,car,OH,A5
112,28037.0,3.0,0.0,0.0,0.0,26400.0,44.0,3955.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,224292.0,115.0,7.0,7.0,5.0,16300.0,11594.0,263351.0,86.7,1.0,0.0,8.0,8.0,7.0,4.0,4.0,4.0,5.0,4.0,0.0,5.0,685.0,689.0,16000.0,16000.0,16000.0,12.88,363.07,90000.0,6.39,0.0,700.0,0.0,0.0,8.0,0.0,11594.0,43.9,704.0,7080.7,7080.7,13768.04,13768.04,8919.3,4848.74,17.0,363.07,Feb-2019,Mar-2019, 60 months,C,Current,OWN,Not Verified,home_improvement,CT,C2
113,44714.0,5.0,2.0,3.0,0.0,36100.0,42.0,7045.0,1.0,1.0,40694.0,2.0,2.0,2.0,0.0,312996.0,169.0,12.0,8.0,6.0,36100.0,53397.0,347470.0,100.0,4.0,0.0,7.0,10.0,4.0,15.0,9.0,4.0,3.0,3.0,0.0,3.0,720.0,724.0,15000.0,15000.0,15000.0,9.8,482.61,92000.0,13.89,0.0,680.0,47370.0,1.0,7.0,2.0,12703.0,35.2,684.0,0.0,0.0,15415.46,15415.46,15000.0,415.46,31.0,14450.25,Apr-2016,Sep-2017, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,OR,B3
114,10214.0,3.0,3.0,0.0,0.0,30300.0,52.0,2688.0,2.0,1.0,21661.0,1.0,0.0,2.0,0.0,153211.0,111.0,12.0,12.0,2.0,16300.0,32156.0,191950.0,96.0,1.0,0.0,18.0,19.0,15.0,4.0,6.0,5.0,5.0,4.0,0.0,6.0,790.0,794.0,12000.0,12000.0,12000.0,9.17,382.55,39400.0,26.32,0.0,705.0,32022.0,1.0,18.0,0.0,10495.0,34.6,709.0,0.0,0.0,13277.5661723978,13277.57,12000.0,1277.57,25.0,7172.05,Jun-2017,Mar-2019, 36 months,B,Fully Paid,MORTGAGE,Not Verified,debt_consolidation,CA,B2
115,1933.0,6.0,1.0,0.0,0.0,22600.0,47.0,2715.0,6.0,2.0,15145.0,0.0,0.0,4.0,1.0,23197.0,76.0,5.0,5.0,0.0,20800.0,23197.0,49732.0,100.0,2.0,0.0,12.0,16.0,8.0,4.0,10.0,6.0,7.0,6.0,0.0,7.0,700.0,704.0,10000.0,10000.0,10000.0,11.48,329.67,33000.0,21.75,0.0,710.0,27132.0,0.0,12.0,1.0,8052.0,35.6,714.0,0.0,0.0,11833.280420796598,11833.28,10000.0,1833.28,20.0,329.46,Dec-2018,Mar-2019, 36 months,B,Fully Paid,RENT,Not Verified,debt_consolidation,IN,B5
116,3887.0,7.0,3.0,3.0,3.0,11100.0,73.0,173.0,2.0,1.0,37571.0,5.0,2.0,6.0,2.0,38865.0,72.0,6.0,1.0,0.0,5600.0,38865.0,53161.0,87.5,3.0,0.0,10.0,7.0,4.0,8.0,2.0,2.0,4.0,2.0,1.0,4.0,630.0,634.0,4200.0,4200.0,4200.0,13.99,143.53,32000.0,31.02,0.0,705.0,42061.0,2.0,10.0,0.0,1294.0,11.7,709.0,0.0,0.0,5036.3727967842,5036.37,4200.0,836.37,16.0,1743.34,Jan-2018,Jun-2018, 36 months,C,Fully Paid,RENT,Source Verified,other,TN,C4
117,20010.0,7.0,3.0,0.0,2.0,43400.0,82.0,5063.0,2.0,0.0,223030.0,5.0,2.0,9.0,2.0,440222.0,115.0,17.0,3.0,3.0,18000.0,240034.0,498200.0,98.1,2.0,0.0,25.0,22.0,13.0,28.0,9.0,5.0,4.0,2.0,0.0,5.0,745.0,749.0,35000.0,35000.0,35000.0,20.5,937.06,120000.0,35.69,1.0,700.0,211420.0,0.0,25.0,0.0,13993.0,32.2,704.0,0.0,0.0,39312.22,39312.22,35000.0,4312.22,54.0,33789.51,Aug-2016,May-2018, 60 months,E,Fully Paid,MORTGAGE,Source Verified,debt_consolidation,GA,E4
118,28774.0,7.0,7.0,0.0,1.0,7450.0,41.0,1086.0,3.0,3.0,118276.0,3.0,2.0,4.0,4.0,316524.0,192.0,4.0,1.0,2.0,4250.0,121321.0,337523.0,78.0,6.0,95.0,11.0,8.0,6.0,17.0,5.0,3.0,6.0,4.0,0.0,5.0,645.0,649.0,5475.0,5475.0,5475.0,18.99,200.67,108000.0,33.47,4.0,670.0,134612.0,2.0,11.0,0.0,3045.0,41.0,674.0,0.0,0.0,4302.4,4302.4,2504.6,1393.48,27.0,47.01,Nov-2017,Mar-2019, 36 months,E,Charged Off,MORTGAGE,Verified,debt_consolidation,FL,E1
119,4652.0,1.0,0.0,0.0,0.0,33100.0,86.0,5603.0,0.0,0.0,78352.0,1.0,1.0,10.0,1.0,88386.0,87.0,29.0,1.0,0.0,28400.0,88386.0,103434.0,100.0,1.0,0.0,19.0,10.0,9.0,12.0,7.0,7.0,5.0,3.0,0.0,5.0,715.0,719.0,16000.0,16000.0,16000.0,7.91,323.74,60000.0,28.58,0.0,730.0,70334.0,0.0,19.0,0.0,10034.0,30.3,734.0,6609.31,6609.31,12284.54,12284.54,9390.69,2893.85,22.0,323.74,Feb-2019,Mar-2019, 60 months,A,Current,MORTGAGE,Not Verified,debt_consolidation,FL,A5
120,9616.0,4.0,3.0,0.0,8.0,10200.0,76.0,1044.0,1.0,0.0,36504.0,3.0,1.0,2.0,1.0,38464.0,253.0,15.0,3.0,0.0,10200.0,38464.0,50486.0,100.0,1.0,133.0,4.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,0.0,2.0,635.0,639.0,6000.0,6000.0,6000.0,13.44,203.44,38700.0,23.26,0.0,690.0,40286.0,1.0,4.0,0.0,1960.0,19.2,694.0,0.0,0.0,7282.3656228951,7282.37,6000.0,1282.37,10.0,1393.81,Jul-2018,Aug-2018, 36 months,C,Fully Paid,OWN,Source Verified,debt_consolidation,NC,C3
